,biomarker,anova_pval,point_biserial
2272,mtb_1466672,0.0010587933783645044,-0.11383865624701778
2275,mtb_1470399,4.719048818782006e-06,0.10581724106549299
2293,mtb_1478094,0.00019122550933592137,-0.09937105248734833
2314,mtb_1491759,0.0006587574470194473,0.13522435064112978
2346,mtb_1512171,0.00022391507694767353,0.09545793707055625
2351,mtb_1514686,0.0003911753671815541,-0.0798535066668254
2393,mtb_1535649,2.899569637903095e-07,-0.0996120540838979
2405,mtb_1537967,0.0004486933037818883,0.08768040359118472
2406,mtb_1537975,0.0017855768066847343,0.06401995766200877
2413,mtb_1539175,0.0007243952366658444,0.07647282185090497
2441,mtb_1555425,8.958326044766485e-06,0.1563459082793729
2466,mtb_1567645,0.0004438617388651659,-0.1364466722221034
2467,mtb_1567650,0.0014970230875693245,-0.1288396574425749
2469,mtb_1567891,0.004257173310139651,0.08881575616985059
2473,mtb_1574298,0.0015107974504198678,0.15891063588185622
2475,mtb_1575544,4.7236110023673955e-18,-0.16635854576045425
2476,mtb_1576183,0.0010395981604327921,0.07180582687278406
2489,mtb_1585145,6.420675505213045e-05,0.12041312001694371
2493,mtb_1585978,0.00024635914588629727,0.1016291950059498
2503,mtb_1594906,0.004154967640133389,0.06273493020184116
2505,mtb_1596355,1.2053182093209781e-05,0.11443626431654999
2512,mtb_1600713,0.00023777288806710184,-0.10365769141274057
2513,mtb_1600726,0.00230099187781073,-0.09661713479891568
2522,mtb_1609893,1.3969077443922729e-05,0.10769288163232939
2543,mtb_1622814,0.0031900642772219796,0.058313990636610365
2544,mtb_1622819,0.0019366651032369916,0.06361112054008507
2547,mtb_1623773,6.692985057777845e-06,0.15254621321439985
2549,mtb_1623902,4.353310124660522e-08,0.18621621685430512
2557,mtb_1632709,0.0002800341054060171,0.10536466323550256
2563,mtb_1636836,0.0021369102674042234,-0.09435255667313623
2565,mtb_1637090,0.0025877150278375894,-0.11907209746931731
2567,mtb_1638365,1.5101742220874557e-05,0.10338479139008652
2576,mtb_1641202,0.004069828327817219,0.1098700720455458
2603,mtb_1655676,8.832748379848296e-05,-0.15110123613231125
2611,mtb_1666060,0.0004213169734575132,0.09371871781532717
2614,mtb_1668850,4.9333357047577914e-08,0.14600196478054217
2617,mtb_1670869,3.12552473596898e-05,0.1065918602197747
2621,mtb_1673863,8.886354674001592e-05,0.12919793052155232
2632,mtb_1679249,6.222037398986797e-07,0.12537741726211396
2642,mtb_1683113,0.003834966032463916,0.1366249327231328
2670,mtb_1713239,0.0032978571331505695,0.1215605936625087
2672,mtb_1715652,2.3108136565542056e-08,0.13818772445560162
2673,mtb_1716380,0.000778108685331217,0.15816667130493234
2742,mtb_1774360,0.004661412976856628,0.11684454949804653
2743,mtb_1774932,0.0004599332420872672,0.10230236785607405
2753,mtb_1781120,0.0003076968810308725,0.12063208942365855
2774,mtb_1790642,0.0010771988830839754,0.14810465999639488
2779,mtb_1792118,0.00022085064557790846,-0.14516236379098874
2784,mtb_1794769,0.0013411555851183248,0.06445904013456326
2798,mtb_1800004,1.1887424156105349e-09,0.1400241828622378
2819,mtb_1808716,8.79800473213875e-06,0.14816978260875868
2855,mtb_1818034,9.857889204487453e-06,0.12682755396984763
2857,mtb_1818141,0.0009212720481843339,0.11343981772556806
2858,mtb_1818436,2.729643620672664e-07,0.14139386884619692
2859,mtb_1818547,1.5347856279855846e-05,0.12151037046045406
2869,mtb_1819685,0.0012194639499258735,0.12237478646804208
2886,mtb_1824264,3.417239276472261e-06,0.12291846834052497
2923,mtb_1830774,0.0032159705373944253,0.061962314721157936
2931,mtb_1832390,0.0027016936379705195,0.12462558828289824
2932,mtb_1832482,4.147597069347534e-06,0.14536407584094782
2950,mtb_1836236,0.0029600907174869265,0.10168824568866054
2987,mtb_1841968,0.0018775816319519139,0.08597017087733205
2993,mtb_1842829,0.000345131254015685,0.09858503406415184
2994,mtb_1842832,0.002134076622811535,0.0886413785712476
3018,mtb_1845688,0.001577273235781087,0.08873043875184176
3033,mtb_1847947,0.0002987212266478936,0.09564319807689771
3034,mtb_1848099,0.00340742393035321,0.0805832262484956
3037,mtb_1848580,0.0015394718370963408,0.10109931119072404
3038,mtb_1848630,0.0027196665268462744,0.08807879499908389
3039,mtb_1849146,3.8445925228617004e-05,0.11584373802183327
3042,mtb_1849901,0.0007428506356176959,0.08101866630757026
3043,mtb_1850087,0.0030724614183299977,0.07389471268642174
3048,mtb_1852556,0.004678833810790625,0.09330247412683662
3050,mtb_1853248,0.00020000387147183144,0.12141329784543867
3052,mtb_1853956,0.0004846096600901529,0.11135508652594796
3053,mtb_1854806,0.0005558377085970225,0.09954370605130135
3083,mtb_1857888,0.003425322308208088,0.06116491880043248
3094,mtb_1858398,0.0022998593894751926,0.05923974100267745
3096,mtb_1858624,3.5723702973723566e-06,0.12084374594946046
3098,mtb_1858728,0.001013763096328499,0.08645437749014781
3115,mtb_1863143,0.0037441458079866523,0.06856765841553866
3117,mtb_1863402,0.0033820631122803337,0.054264901658758434
3120,mtb_1863834,0.00153585175390913,0.07156544604575742
3122,mtb_1864139,0.0011169656212314417,0.1046854838576532
3129,mtb_1866721,0.003469100093725851,0.07280261694513279
3135,mtb_1867200,0.004387287171429374,0.09660517912867608
3140,mtb_1868095,5.447627786782108e-05,0.09534634435795084
3151,mtb_1868862,0.004237760471708336,0.09393272454007881
3161,mtb_1870056,0.003782810828840234,0.06943632102668054
3163,mtb_1870774,0.0007119896232830458,0.07976547821929349
3181,mtb_1875583,0.00044364460323349087,0.08456655135902645
3277,mtb_1916907,0.0037387360413290967,0.06442679364774816
3334,mtb_1985184,1.85223405313427e-07,0.19825785067467142
